EmpID,Age,GenderCode,AgeRange,CountryID,NoEmployees,NoEmployeesRange,SelfEmployed,FamilyHistory,Treatment,WorkInterfere,RemoteWork,TechCompany,Benefits,CareOptions,WellnessProgram,SeekHelp,Anonymous,Leave,MentalHealthConsequences,PhysicalHealthConsequences,Coworkers,Supervisor,MentalHealthInterview,PhysicalHealthInterview,MentalVsPhysical,ObsConsequences
807,40,1,2,46,100-500,3,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,Yes
808,36,1,2,46,6-25,1,No,Yes,No,,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Yes,No
809,27,0,1,46,26-100,2,No,No,No,,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
810,41,0,2,46,More than 1000,5,No,Yes,No,Sometimes,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No
811,29,0,1,45,6-25,1,No,No,No,Never,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
812,29,0,1,45,100-500,3,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No
813,35,0,2,46,1-5,0,No,No,Yes,Often,No,No,No,No,No,No,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Yes,No,Yes
814,28,0,1,46,6-25,1,No,No,Yes,Never,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
815,36,1,2,45,1-5,0,Yes,No,No,Sometimes,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
816,39,1,2,46,26-100,2,No,No,No,Sometimes,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No
817,39,0,2,46,500-1000,4,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No
818,44,0,2,46,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,No,Very easy,Yes,Yes,Some of them,No,No,No,Yes,No
819,26,2,1,18,6-25,1,Yes,No,Yes,Sometimes,Yes,Yes,No,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
820,35,0,2,14,1-5,0,Yes,Yes,Yes,Often,No,Yes,No,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No
821,40,1,2,46,100-500,3,No,Yes,Yes,Sometimes,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No
822,35,0,2,14,1-5,0,Yes,Yes,Yes,Often,No,Yes,No,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No
823,38,0,2,46,More than 1000,5,No,No,No,Never,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Don't know,No
824,34,0,2,46,More than 1000,5,No,No,No,,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No
825,43,0,2,46,More than 1000,5,No,No,No,,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
826,48,1,2,46,26-100,2,No,Yes,No,Often,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,Some of them,No,No,No,Yes
827,20,0,0,46,26-100,2,No,No,No,Never,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
828,40,0,2,46,1-5,0,Yes,No,No,Sometimes,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know,No
829,29,1,1,45,6-25,1,No,No,Yes,Rarely,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
830,35,0,2,46,1-5,0,No,Yes,Yes,Sometimes,No,No,No,Yes,No,No,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No
831,29,0,1,46,More than 1000,5,No,Yes,No,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,Maybe,No,Some of them,No,No,No,Yes,No
832,40,0,2,46,100-500,3,No,No,No,Never,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
833,29,0,1,42,6-25,1,No,No,Yes,Rarely,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
834,29,1,1,46,100-500,3,No,Yes,Yes,Rarely,No,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
835,34,0,2,46,1-5,0,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No
836,44,0,2,45,500-1000,4,No,Yes,Yes,Sometimes,No,No,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,No,Yes
837,24,1,1,46,6-25,1,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes
838,47,1,2,46,100-500,3,No,No,No,,Yes,Yes,Don't know,No,No,Don't know,Don't know,Very difficult,Yes,Yes,No,No,No,No,No,No
839,43,0,2,45,More than 1000,5,No,Yes,No,,No,No,Don't know,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
840,36,0,2,46,More than 1000,5,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,No,No
841,43,0,2,46,More than 1000,5,No,No,Yes,Sometimes,No,No,Don't know,No,No,Don't know,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No
842,36,0,2,45,6-25,1,Yes,No,No,Sometimes,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Don't know,Yes
843,31,1,2,46,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
844,35,0,2,46,More than 1000,5,No,No,No,Sometimes,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
845,33,0,2,46,26-100,2,No,Yes,No,,No,No,Yes,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Don't know,No
846,37,0,2,24,26-100,2,No,No,No,Sometimes,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No
847,34,0,2,46,100-500,3,No,No,Yes,Sometimes,No,Yes,Don't know,No,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
848,36,0,2,29,1-5,0,Yes,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,No,No,No,Yes,No
849,40,0,2,46,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
850,40,0,2,46,More than 1000,5,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No
851,42,0,2,46,1-5,0,No,No,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,No,No,No,Maybe,Don't know,No
852,23,0,1,46,26-100,2,No,Yes,No,,Yes,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No
853,21,0,1,45,6-25,1,No,Yes,No,Never,No,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
854,26,0,1,8,6-25,1,No,No,No,Sometimes,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,No
855,31,0,2,46,6-25,1,No,Yes,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
856,25,0,1,46,More than 1000,5,No,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
857,51,0,2,46,More than 1000,5,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
858,24,0,1,46,6-25,1,No,No,No,,No,Yes,Don't know,Not sure,Don't know,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,No
859,33,0,2,46,100-500,3,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,No,No
860,32,0,2,45,6-25,1,No,Yes,Yes,Rarely,No,No,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No,No,No
861,32,0,2,45,6-25,1,No,Yes,Yes,Rarely,No,No,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No,No,No
862,26,0,1,45,1-5,0,Yes,No,Yes,Rarely,Yes,Yes,No,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No
863,23,0,1,46,100-500,3,No,No,No,Never,No,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
864,33,0,2,46,6-25,1,No,Yes,Yes,Often,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,Yes,No,Maybe,No,No
865,46,0,2,46,More than 1000,5,No,No,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Yes,No
866,34,0,2,45,6-25,1,No,No,No,,Yes,Yes,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,Yes,No,Yes
867,35,0,2,46,6-25,1,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
868,39,0,2,46,1-5,0,No,No,No,,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,No
869,32,0,2,18,1-5,0,Yes,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,No,No
870,43,0,2,27,More than 1000,5,Yes,No,No,,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
871,56,0,2,46,More than 1000,5,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
872,32,1,2,45,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Yes,Don't know,Yes
873,41,0,2,45,26-100,2,No,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,No,Yes
874,39,0,2,46,More than 1000,5,No,No,No,,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
875,37,0,2,46,500-1000,4,No,Yes,No,,No,No,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No,No,No
876,30,0,1,46,6-25,1,Yes,Yes,Yes,Sometimes,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,No,No,No,No,Maybe,Don't know,No
877,31,0,2,46,26-100,2,No,No,No,,No,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
878,29,0,1,46,More than 1000,5,No,No,No,,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
879,23,1,1,45,More than 1000,5,No,Yes,No,Never,No,No,No,No,No,Yes,Don't know,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Don't know,No
880,31,0,2,46,26-100,2,No,No,Yes,Never,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,Maybe,No,No,No,No,No,Don't know,No
881,29,0,1,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No
882,30,0,1,46,26-100,2,No,No,No,Never,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
883,37,0,2,46,500-1000,4,No,No,No,Never,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,Yes
884,36,0,2,46,1-5,0,Yes,No,No,Never,No,Yes,Yes,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,No
885,35,0,2,46,26-100,2,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,No,No
886,41,0,2,46,500-1000,4,No,Yes,No,Never,Yes,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
887,31,0,2,45,6-25,1,No,No,Yes,Rarely,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
888,38,0,2,45,500-1000,4,No,Yes,No,,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
889,26,0,1,21,100-500,3,Yes,No,No,,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
890,39,0,2,46,More than 1000,5,No,Yes,No,Sometimes,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes
891,42,0,2,46,6-25,1,Yes,Yes,No,Sometimes,Yes,No,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No
892,32,0,2,46,1-5,0,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No
893,29,0,1,46,100-500,3,No,Yes,No,,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
894,30,0,1,46,100-500,3,No,Yes,No,Never,No,Yes,Yes,No,Don't know,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No
895,40,0,2,46,500-1000,4,No,Yes,Yes,Often,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No
896,51,0,2,46,100-500,3,No,No,No,,No,No,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,No
897,33,0,2,46,More than 1000,5,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
898,34,0,2,18,1-5,0,Yes,No,Yes,Sometimes,Yes,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
899,50,0,2,46,1-5,0,Yes,No,No,Never,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
900,24,0,1,46,26-100,2,No,No,No,Sometimes,Yes,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
901,25,0,1,46,26-100,2,No,Yes,Yes,Rarely,No,No,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No
902,43,0,2,45,26-100,2,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,No,No,Yes
903,25,1,1,46,1-5,0,Yes,No,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,Yes
904,24,0,1,45,1-5,0,Yes,No,No,,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No
905,51,0,2,46,1-5,0,Yes,No,No,Never,No,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
906,49,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
907,30,0,1,46,More than 1000,5,No,No,No,,Yes,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
908,25,1,1,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,No,No
909,36,0,2,46,500-1000,4,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
910,48,0,2,46,More than 1000,5,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes
911,48,0,2,1,6-25,1,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,Yes
912,53,0,2,46,6-25,1,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No
913,24,1,1,45,6-25,1,No,Yes,Yes,Often,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No
914,33,0,2,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Don't know,Yes,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No
915,25,1,1,8,6-25,1,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
916,30,0,1,45,26-100,2,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No
917,30,0,1,46,1-5,0,Yes,No,No,Never,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
918,34,0,2,45,1-5,0,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No
919,31,0,2,46,More than 1000,5,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
920,22,1,1,46,More than 1000,5,No,Yes,Yes,Often,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
921,28,0,1,46,6-25,1,No,Yes,No,Sometimes,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No
922,35,0,2,46,26-100,2,No,Yes,Yes,Rarely,No,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,No,No
923,28,0,1,46,26-100,2,No,Yes,Yes,Sometimes,No,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No
924,42,0,2,30,More than 1000,5,No,No,Yes,Sometimes,No,No,No,Yes,Don't know,No,Yes,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Yes,No,Yes
925,33,0,2,46,500-1000,4,No,Yes,No,,No,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
926,29,0,1,46,More than 1000,5,No,No,No,Sometimes,No,Yes,Yes,No,Yes,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
927,43,0,2,46,500-1000,4,No,Yes,No,Sometimes,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,No,No
928,29,0,1,46,26-100,2,No,No,No,,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
929,25,0,1,46,100-500,3,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
930,31,0,2,46,100-500,3,No,Yes,No,Never,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
931,35,1,2,46,6-25,1,No,Yes,Yes,Sometimes,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No
932,34,0,2,46,1-5,0,No,No,No,Often,No,Yes,Don't know,No,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
933,43,0,2,46,100-500,3,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
934,38,0,2,46,100-500,3,No,Yes,Yes,Sometimes,No,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No
935,26,0,1,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes
936,38,0,2,45,1-5,0,Yes,Yes,Yes,Rarely,Yes,No,No,No,No,No,Yes,Very difficult,Maybe,No,No,No,No,No,No,No
937,42,0,2,46,6-25,1,No,No,Yes,Often,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
938,33,0,2,29,6-25,1,No,Yes,Yes,,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes
939,32,0,2,46,More than 1000,5,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
940,44,0,2,46,6-25,1,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
941,28,0,1,46,More than 1000,5,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No
942,40,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,Yes
943,31,1,2,46,500-1000,4,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
944,32,0,2,46,100-500,3,No,Yes,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No
945,28,0,1,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No
946,39,0,2,46,26-100,2,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No
947,45,0,2,46,More than 1000,5,No,No,No,,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No
948,43,0,2,46,More than 1000,5,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
949,35,0,2,46,More than 1000,5,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
950,40,0,2,46,6-25,1,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
951,34,0,2,29,26-100,2,No,No,Yes,Rarely,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
952,24,0,1,45,26-100,2,No,Yes,Yes,Often,No,No,Don't know,Yes,No,No,No,Somewhat easy,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes
953,61,0,2,40,1-5,0,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes
954,36,1,2,46,6-25,1,No,Yes,Yes,Rarely,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No
955,38,0,2,46,6-25,1,No,No,No,,No,Yes,No,No,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No
956,33,0,2,18,26-100,2,No,Yes,Yes,Often,No,Yes,Don't know,Not sure,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No
957,30,0,1,46,More than 1000,5,No,Yes,No,Never,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,No
958,34,0,2,29,1-5,0,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No
959,26,0,1,46,More than 1000,5,No,No,Yes,Rarely,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No
960,33,0,2,45,More than 1000,5,No,No,No,,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
961,32,0,2,45,6-25,1,No,No,No,,No,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No
962,25,0,1,18,6-25,1,Yes,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No
963,35,0,2,18,26-100,2,Yes,No,Yes,Sometimes,Yes,No,Don't know,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,No
964,24,0,1,45,1-5,0,Yes,Yes,No,Often,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
965,55,0,2,45,More than 1000,5,No,No,Yes,Often,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes
966,33,0,2,45,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes
